name,salary_from,salary_to,salary_currency,area_name,published_at
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Тамбов,2022-12-01T14:37:36+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Ростов-на-Дону,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Волгоград,2022-12-01T15:48:51+0300
Сетевой инженер,90000,90000,RUR,Белгород,2022-12-01T15:43:32+0300
Шлифовщик в дивизион станкостроения,40000,76000,RUR,Воткинск,2022-12-01T15:41:50+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Мичуринск,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Брянск,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Котовск (Тамбовская область),2022-12-01T14:37:06+0300
Ведущий программист 1С,150000,,RUR,Санкт-Петербург,2022-12-01T15:59:53+0300
Ведущий менеджер НСИ,130000,145600,RUR,Москва,2022-12-01T14:08:12+0300
Токарь-карусельщик,125000,,RUR,Калуга,2022-12-01T15:36:08+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Котовск (Тамбовская область),2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Ахтубинск,2022-12-01T15:25:27+0300
Наладчик станков с ЧПУ,113000,,RUR,Ижевск,2022-12-01T15:43:44+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Смоленск,2022-12-01T15:48:51+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Тюмень,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Моршанск,2022-12-01T14:37:06+0300
Капитан скоростного судна-механик судна,80000,200000,RUR,Санкт-Петербург,2022-12-01T15:20:34+0300
Дизайнер компьютерной графики,1540,1540,BYR,Минск,2022-12-01T14:25:13+0300
Токарь-универсал,110000,,RUR,Омск,2022-12-01T14:51:02+0300
Шлифовщик (г. Липецк),100000,,RUR,Смоленск,2022-12-01T15:27:46+0300
Наладчик станков с ЧПУ,113000,,RUR,Альметьевск,2022-12-01T15:43:44+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Оренбург,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Воронеж,2022-12-01T15:48:51+0300
Оператор токарного станка с ЧПУ,70000,95000,RUR,Санкт-Петербург,2022-12-01T14:20:46+0300
IOS Разработчик,100000,,RUR,Саратов,2022-12-01T15:37:44+0300
Токарь-расточник,134000,,RUR,Пермь,2022-12-01T14:50:45+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Кирсанов,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Екатеринбург,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Киров (Кировская область),2022-12-01T15:48:51+0300
Шлифовщик в дивизион станкостроения,40000,76000,RUR,Ижевск,2022-12-01T15:41:39+0300
Оператор станка с ЧПУ плазменной и газовой резки,60000,,RUR,Санкт-Петербург,2022-12-01T14:37:54+0300
PHP backend developer (e-commerce),220000,260000,RUR,Москва,2022-12-01T15:40:14+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Оренбург,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Рязань,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Пенза,2022-12-01T15:25:27+0300
Наладчик токарных станков с ЧПУ Mazak,100000,,RUR,Каменск-Уральский,2022-12-01T15:37:23+0300
Руководитель направления информационной безопасности,79000,100000,RUR,Екатеринбург,2022-12-01T15:14:09+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Губкин,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Краснодар,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Великий Новгород,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Орел,2022-12-01T15:48:51+0300
Токарь,100000,,RUR,Ульяновск,2022-12-01T14:20:50+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Москва,2022-12-01T14:37:06+0300
Наладчик станков с ЧПУ,50000,,RUR,Воронеж,2022-12-01T14:06:47+0300
Компьютерный Мастер,60000,120000,RUR,Нижний Тагил,2022-12-01T14:12:30+0300
Консультант по ЭДО,120000,,RUR,Санкт-Петербург,2022-12-01T14:25:08+0300
Сервис-менеджер,50000,65000,RUR,Самара,2022-12-01T14:45:00+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Севастополь,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Ярославль,2022-12-01T14:37:06+0300
Администратор проектов,40000,,RUR,Санкт-Петербург,2022-12-01T14:57:45+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Тамбов,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Калуга,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Уфа,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Кемерово,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Липецк,2022-12-01T14:37:06+0300
Наладчик станков с ЧПУ,50000,,RUR,Курск,2022-12-01T14:06:47+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Вологда,2022-12-01T14:37:06+0300
Фрезеровщик,98000,99000,RUR,Коломна,2022-12-01T14:47:13+0300
Проектный менеджер,30000,,RUR,Челябинск,2022-12-01T14:20:58+0300
Шлифовщик в дивизион станкостроения,40000,76000,RUR,Сарапул,2022-12-01T15:41:43+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Санкт-Петербург,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Жердевка,2022-12-01T14:37:06+0300
Токарь-универсал,110000,,RUR,Екатеринбург,2022-12-01T14:51:02+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Жердевка,2022-12-01T15:25:27+0300
Senior Python Fullstack Developer,6000,9000,USD,Москва,2022-12-01T15:36:14+0300
Руководитель конструкторского бюро/Ростов,150000,,RUR,Ростов-на-Дону,2022-12-01T15:11:52+0300
Дизайнер-верстальщик,65000,,RUR,Котельники,2022-12-01T15:19:44+0300
"Fullstack разработчик (PHP, JS, JQuery)",130000,200000,RUR,Новосибирск,2022-12-01T14:50:01+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Грязи,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Томск,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Кузнецк,2022-12-01T15:25:27+0300
Наладчик производственного оборудования,55000,,RUR,Белгород,2022-12-01T15:37:14+0300
Web-разработчик,70000,,RUR,Йошкар-Ола,2022-12-01T15:29:27+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Ярославль,2022-12-01T15:49:22+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Рассказово,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Калуга,2022-12-01T15:48:51+0300
Проектный менеджер,30000,,RUR,Учалы,2022-12-01T14:02:54+0300
Программист 1С,30000,100000,RUR,Новосибирск,2022-12-01T15:17:15+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Заречный (Пензенская область),2022-12-01T15:25:27+0300
Дизайнер корпусной мебели,60000,120000,RUR,Уфа,2022-12-01T15:49:12+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Курск,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Балаково,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Балашов,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Белгород,2022-12-01T15:25:27+0300
Токарь,35000,,RUR,Самара,2022-12-01T15:23:06+0300
Наладчик токарного станка с ЧПУ,100000,150000,RUR,Санкт-Петербург,2022-12-01T14:21:13+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Орел,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Салават,2022-12-01T15:25:27+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Псков,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Санкт-Петербург,2022-12-01T15:48:51+0300
Проектный менеджер,30000,,RUR,Миасс,2022-12-01T14:02:54+0300
Программист 1С специалист,40000,,RUR,Белгород,2022-12-01T15:23:09+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Йошкар-Ола,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Саратов,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Пугачев,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Стерлитамак,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Ишимбай,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Углич,2022-12-01T15:48:51+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Вольск,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Белебей,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Москва,2022-12-01T15:48:51+0300
Мастер ремонтно-механической мастерской,51071,51071,RUR,Нижневартовск,2022-12-01T14:02:57+0300
Фрезеровщик-универсал,110000,140000,RUR,Волгоград,2022-12-01T14:00:17+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Курчатов,2022-12-01T15:25:27+0300
"Senior PHP Developer, Remote",180000,200000,RUR,Краснодар,2022-12-01T15:00:22+0300
Инженер,1000,,BYR,Витебск,2022-12-01T14:24:22+0300
Токарь-универсал в цех инструментальной оснастки в г. Муром,60000,60000,RUR,Ковров,2022-12-01T14:20:50+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Борисоглебск,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Липецк,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Астрахань,2022-12-01T15:25:27+0300
Механик,,50000,RUR,Самара,2022-12-01T15:23:07+0300
Инженер-механик по ТПА на производство,,80000,RUR,Санкт-Петербург,2022-12-01T15:57:37+0300
Оператор-наладчик станков с ЧПУ,85000,,RUR,Москва,2022-12-01T14:48:30+0300
Инженер слаботочных систем/пожарной безопасности,80000,100000,RUR,Москва,2022-12-01T15:42:16+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Кумертау,2022-12-01T15:25:27+0300
Инженер-механик по ТПА на производство,,80000,RUR,Самара,2022-12-01T15:57:37+0300
Механик погрузочной техники на РЦ,55000,,RUR,Домодедово,2022-12-01T15:17:46+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Октябрьский (Республика Башкортостан),2022-12-01T15:25:27+0300
Токарь (инструментальный цех),75000,,RUR,Санкт-Петербург,2022-12-01T15:23:02+0300
Наладчик вязальных станков,40000,50000,RUR,Набережные Челны,2022-12-01T14:25:03+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Белорецк,2022-12-01T15:25:27+0300
Системный аналитик,200000,,RUR,Москва,2022-12-01T15:55:45+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Урюпинск,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Воронеж,2022-12-01T15:25:27+0300
Токарь-расточник (инструментальный цех),75000,,RUR,Санкт-Петербург,2022-12-01T15:23:02+0300
Шлифовщик в дивизион станкостроения,40000,76000,RUR,Глазов,2022-12-01T15:41:46+0300
Аккумуляторщик погрузочной техники (Домодедово),49500,,RUR,Домодедово,2022-12-01T14:54:14+0300
Радиомеханик по ремонту радиоэлектронного оборудования,35000,,RUR,Пенза,2022-12-01T15:13:36+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Волжский (Волгоградская область),2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Железногорск (Курская область),2022-12-01T15:25:27+0300
Линейный электромеханик по ремонту спецтехники,65000,120000,RUR,Видное,2022-12-01T14:40:47+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Рязань,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Шебекино,2022-12-01T15:25:27+0300
Токарь-расточник 6 разряда,130000,150000,RUR,Волгодонск,2022-12-01T15:24:09+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Туймазы,2022-12-01T15:25:27+0300
Архитектор BI,,250000,RUR,Москва,2022-12-01T15:25:02+0300
Механик цеха,60000,,RUR,Казань,2022-12-01T14:17:51+0300
Оператор станков с ЧПУ 5 разряда,130000,150000,RUR,Волгодонск,2022-12-01T15:24:09+0300
Наладчик станков с ЧПУ,50000,,RUR,Белгород,2022-12-01T14:06:47+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Старый Оскол,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Михайловка (Волгоградская область),2022-12-01T15:25:27+0300
"Прикладной программист АСУ ТП (SCADA, SoftLogic)",50000,150000,RUR,Саратов,2022-12-01T14:19:33+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Россошь,2022-12-01T15:25:27+0300
Программист-математик (C++),,200000,RUR,Санкт-Петербург,2022-12-01T15:23:16+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Сибай,2022-12-01T15:25:27+0300
Системный администратор,63000,63000,RUR,Тверь,2022-12-01T15:18:40+0300
Токарь-карусельщик,45000,,RUR,Пермь,2022-12-01T14:33:48+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Энгельс,2022-12-01T15:25:27+0300
Механник на линию производства пеллет,40000,40000,RUR,Кириши,2022-12-01T15:37:23+0300
Программист 1С (Документооборот),170000,200000,RUR,Санкт-Петербург,2022-12-01T14:25:23+0300
Оператор станка с ЧПУ,40000,75000,RUR,Азов,2022-12-01T14:30:26+0300
Фрезеровщик (дивизион станкостроения),40000,71000,RUR,Ижевск,2022-12-01T15:41:54+0300
Механик погрузочной техники (Домодедово),55000,,RUR,Подольск (Московская область),2022-12-01T14:59:17+0300
Художник- конструктор (дизайнер),,1150,BYR,Могилев,2022-12-01T14:17:44+0300
Ведущий инженер-программист 1С (Оперативный учет),190000,230000,RUR,Санкт-Петербург,2022-12-01T14:24:26+0300
Заместитель руководителя проекта,33000,130000,RUR,Москва,2022-12-01T14:36:23+0300
Оператор ЧПУ (Лазерный Станок),,80000,RUR,Москва,2022-12-01T14:35:56+0300
Плавильщик металла и сплавов,39600,,RUR,Бавлы,2022-12-01T15:48:07+0300
Токарь (станкостроение),40000,70000,RUR,Ижевск,2022-12-01T15:39:39+0300
Станочник широкого профиля (дивизион станкостроения),40000,74000,RUR,Ижевск,2022-12-01T15:42:02+0300
Программист 1С (БП),170000,200000,RUR,Санкт-Петербург,2022-12-01T14:25:27+0300
Монтажник холодильного оборудования,1500,,BYR,Минск,2022-12-01T14:44:53+0300
Инженер-механик по сельскохозяйственной технике,50000,,RUR,Волгоград,2022-12-01T15:19:36+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Симферополь,2022-12-01T15:25:27+0300
"Инженер 1 категории, Внутренние инженерные сети",70000,,RUR,Москва,2022-12-01T15:10:38+0300
Токарь,190000,,KZT,Павлодар,2022-12-01T14:16:48+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Донецк,2022-12-01T14:37:06+0300
Ведущий программист 1С (ЭДО),190000,230000,RUR,Санкт-Петербург,2022-12-01T14:24:23+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Керчь,2022-12-01T15:25:27+0300
IOS разработчик,2500,3000,USD,Турция,2022-12-01T15:39:48+0300
Инженер-механик по ТПА на производство,,80000,RUR,Воронеж,2022-12-01T15:57:37+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Донецк,2022-12-01T15:48:51+0300
Программист 1С (ЗУП),170000,200000,RUR,Санкт-Петербург,2022-12-01T14:24:17+0300
Ведущий инженер-программист 1С (БП),190000,230000,RUR,Санкт-Петербург,2022-12-01T14:24:12+0300
Оператор-наладчик станков с ЧПУ,1800,,BYR,Минск,2022-12-01T15:13:20+0300
Инженер-механик по ТПА на производство,,80000,RUR,Белгород,2022-12-01T15:57:37+0300
Программист 1С (Оперативный учет),170000,200000,RUR,Санкт-Петербург,2022-12-01T14:25:30+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Луганск,2022-12-01T14:37:06+0300
Senior PHP разработчик,280000,300000,RUR,Москва,2022-12-01T14:23:26+0300
Front-end разработчик,35000,,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
Системный администратор,70000,80000,RUR,Москва,2022-12-01T17:57:16+0300
Бизнес-аналитик,80000,120000,RUR,Брянск,2022-12-01T17:11:30+0300
Тестировщик ПО / QA инженер,50000,,RUR,Санкт-Петербург,2022-12-01T17:31:44+0300
Механик (на производство!),75000,,RUR,Тверь,2022-12-01T17:19:21+0300
Программист,,28000,RUR,Зеленодольск (Республика Татарстан),2022-12-01T17:40:04+0300
Специалист в области информационной безопасности,40000,60000,RUR,Ярославль,2022-12-01T17:09:21+0300
3D - Визуализатор интерьера и экстерьера,200000,400000,KZT,Алматы,2022-12-01T17:11:23+0300
Специалист отдела тестирования / QA Engineer,,200000,RUR,Москва,2022-12-01T16:10:56+0300
Системный администратор,50000,60000,RUR,Санкт-Петербург,2022-12-01T17:58:07+0300
Начинающий специалист по внедрению,45000,,RUR,Тюмень,2022-12-01T17:40:36+0300
Web-программист,25000,50000,RUR,Волгоград,2022-12-01T17:26:41+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Ростов-на-Дону,2022-12-01T17:19:07+0300
IT Бизнес-аналитик,50000,,RUR,Рыбинск,2022-12-01T16:34:25+0300
Администратор/Менеджер проектов,,100000,RUR,Москва,2022-12-01T16:47:32+0300
Инженер-механик,75000,85000,RUR,Санкт-Петербург,2022-12-01T16:51:34+0300
Системный администратор,44000,50000,RUR,Ростов-на-Дону,2022-12-01T16:29:11+0300
Инженер-электронщик,130000,,RUR,Москва,2022-12-01T17:24:03+0300
"Ведущий инспектор (отдела АИС) кадрового центра ""Работа России"", г. Брянска",20000,22000,RUR,Брянск,2022-12-01T17:09:32+0300
Middle PHP developer / разработчик PHP,120000,170000,RUR,Санкт-Петербург,2022-12-01T16:57:11+0300
Дежурный инженер IT,65000,,RUR,Москва,2022-12-01T16:10:07+0300
Инженер-программист,50000,,RUR,Омск,2022-12-01T16:27:14+0300
Оператор-наладчик станков с ЧПУ,55000,,RUR,Тула,2022-12-01T16:01:32+0300
Мастер по ремонту бытовой техники,50000,,RUR,Ижевск,2022-12-01T16:20:11+0300
Middle Python developer,180000,200000,RUR,Москва,2022-12-01T17:30:18+0300
Разработчик Баз Данных,218000,,RUR,Нижний Новгород,2022-12-01T16:47:04+0300
Оператор по металлообработке,40000,60000,RUR,Воронеж,2022-12-01T17:08:45+0300
Менеджер по внутренним коммуникациям,30000,40000,RUR,Нижний Новгород,2022-12-01T16:19:24+0300
Программист 1С,,190000,RUR,Москва,2022-12-01T16:51:39+0300
Фрезеровщик,100000,125000,RUR,Тюмень,2022-12-01T16:50:06+0300
Администратор 1С,45000,50000,RUR,Сочи,2022-12-01T16:34:40+0300
Ассистент / Помощник руководителя маркетплейс Wildberries,50000,80000,RUR,Москва,2022-12-01T16:41:29+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Смоленск,2022-12-01T17:19:08+0300
Токарь-расточник,45000,,RUR,Самара,2022-12-01T17:09:21+0300
Инженер (сервисная эксплуатация ПО),60000,70000,RUR,Москва,2022-12-01T17:38:39+0300
Project manager,300000,,KZT,Алматы,2022-12-01T17:34:24+0300
Токарь,124000,,RUR,Набережные Челны,2022-12-01T16:44:12+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Уфа,2022-12-01T16:34:34+0300
Инженер отдела технической поддержки,,25000,RUR,Тамбов,2022-12-01T16:35:18+0300
Специалист технической службы,50000,,RUR,Брянск,2022-12-01T16:36:57+0300
Дизайнер-консультант / менеджер по продажам встроенной мебели,100000,,RUR,Москва,2022-12-01T17:01:44+0300
Наладчик станков с ЧПУ,100000,,RUR,Набережные Челны,2022-12-01T16:10:34+0300
Программист 1C (junior),50000,70000,RUR,Екатеринбург,2022-12-01T16:55:07+0300
Инженер-программист,50000,,RUR,Челябинск,2022-12-01T16:29:48+0300
Фрезеровщик,105000,,RUR,Чебоксары,2022-12-01T17:04:13+0300
Дизайнер выездной,,3500,BYR,Минск,2022-12-01T17:25:14+0300
Помощник системного администратора,50000,60000,RUR,Лобня,2022-12-01T17:00:40+0300
Фрезеровщик,100000,125000,RUR,Самара,2022-12-01T16:14:49+0300
Инженер-наладчик АСУ ТП,70000,,RUR,Санкт-Петербург,2022-12-01T16:37:03+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Волгоград,2022-12-01T17:36:03+0300
Ученик мастера по ремонту бытовой техники,80000,120000,RUR,Ульяновск,2022-12-01T16:27:28+0300
Фрезеровщик (Нижний Новгород),96000,,RUR,Первомайск (Нижегородская область),2022-12-01T16:21:27+0300
"Автор студенческих работ (IT, программирование)",70000,150000,RUR,Москва,2022-12-01T16:30:06+0300
Координатор проекта,50000,80000,RUR,Москва,2022-12-01T16:18:23+0300
Сервисный инженер,50000,60000,RUR,Ростов-на-Дону,2022-12-01T17:55:50+0300
Токарь-универсал,80000,,RUR,Москва,2022-12-01T17:09:21+0300
Маркетолог-аналитик,82800,,RUR,Красноярск,2022-12-01T16:03:05+0300
Токарь (г. Арзамас),110000,,RUR,Владимир,2022-12-01T16:13:47+0300
Фрезеровщик,100000,125000,RUR,Ульяновск,2022-12-01T16:50:06+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Рязань,2022-12-01T17:36:03+0300
Оператор листогибочного станка АМАДА,35000,50000,RUR,Санкт-Петербург,2022-12-01T16:40:56+0300
Фрезеровщик,110000,125000,RUR,Каменск-Уральский,2022-12-01T16:50:06+0300
Фрезеровщик,110000,125000,RUR,Балашиха,2022-12-01T16:53:57+0300
Наладчик АПНС,50000,,RUR,Камешково,2022-12-01T16:33:32+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Казань,2022-12-01T16:34:34+0300
Токарь (г. Арзамас),110000,,RUR,Иваново (Ивановская область),2022-12-01T16:13:47+0300
Токарь (г. Арзамас),110000,,RUR,Екатеринбург,2022-12-01T16:13:47+0300
Фрезеровщик,100000,125000,RUR,Барнаул,2022-12-01T16:50:06+0300
Фрезеровщик (Нижний Новгород),96000,,RUR,Ковров,2022-12-01T16:21:27+0300
Токарь-расточник (г. Н. Новгород),120000,,RUR,Кострома,2022-12-01T16:19:03+0300
Токарь-расточник (г. Н. Новгород),120000,,RUR,Дзержинск (Нижегородская область),2022-12-01T16:19:03+0300
Главный механик,120000,,RUR,Москва,2022-12-01T16:51:54+0300
Токарь-расточник (г. Н. Новгород),120000,,RUR,Иваново (Ивановская область),2022-12-01T16:19:03+0300
Механик,,51300,RUR,Смоленск,2022-12-01T17:46:30+0300
"Токарь (16к20), г. Шумерля",110000,,RUR,Воткинск,2022-12-01T16:51:39+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Саратов,2022-12-01T17:19:08+0300
Токарь (г. Арзамас),110000,,RUR,Салават,2022-12-01T16:13:47+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Санкт-Петербург,2022-12-01T17:36:03+0300
Токарь-расточник (г. Н. Новгород),120000,,RUR,Киров (Кировская область),2022-12-01T16:19:03+0300
"Подручный сталевара на установки ЭШП, ЭКЛ",30000,50000,RUR,Пермь,2022-12-01T16:03:08+0300
Мастер по ремонту бытовой техники,50000,,RUR,Ульяновск,2022-12-01T16:29:58+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Ростов-на-Дону,2022-12-01T16:34:34+0300
Наладчик фрезерных станков с ЧПУ Okuma,100000,,RUR,Каменск-Уральский,2022-12-01T17:09:22+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Самара,2022-12-01T16:34:34+0300
DevOps инженер,170000,250000,RUR,Москва,2022-12-01T16:43:53+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Пермь,2022-12-01T17:19:06+0300
Токарь (г. Арзамас),110000,,RUR,Оренбург,2022-12-01T16:13:47+0300
Оператор автоматических и полуавтоматических линий станков и установок,35000,40000,RUR,Ярославль,2022-12-01T16:37:04+0300
Начальник гаража,21000,25000,RUR,Нижний Новгород,2022-12-01T17:15:51+0300
Ведущий программист 1С ERP / Руководитель команды разработки 1C ERP,350000,400000,RUR,Москва,2022-12-01T17:08:54+0300
Оператор на листогибочный пресс с ЧПУ,110000,,RUR,Челябинск,2022-12-01T16:42:50+0300
Выездной мастер по ремонту холодильников,50000,,RUR,Новороссийск,2022-12-01T16:18:39+0300
Фрезеровщик,105000,,RUR,Саранск,2022-12-01T17:04:02+0300
Фидерщик,40000,,RUR,Балахна,2022-12-01T17:09:24+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Тула,2022-12-01T16:08:10+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Пенза,2022-12-01T16:08:10+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Самара,2022-12-01T17:19:07+0300
Токарь,27490,45130,RUR,Белгород,2022-12-01T16:43:54+0300
Мастер по ремонту оборудования механического,42200,45000,RUR,Волжский (Волгоградская область),2022-12-01T16:30:27+0300
Механик,130000,140000,RUR,Архангельск,2022-12-01T16:24:57+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Ставрополь,2022-12-01T17:19:08+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Коломна,2022-12-01T16:08:10+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Воронеж,2022-12-01T16:34:34+0300
Оператор станков с ЧПУ,60000,80000,RUR,Москва,2022-12-01T16:19:03+0300
